0	1	2
219	14	0
219	92	2
219	270	2
219	179	5
219	15	5
219	13	3
219	31	4
220	30	4
220	6	3
220	668	2
220	13	3
220	90	3
220	94	2
220	196	2
220	3	3
220	8	3
220	184	3
220	18	3
220	11	2
220	34	3
221	71	5
221	276	5
221	175	0
221	31	5
221	13	2
221	173	5
221	21	2
221	14	6
221	1699	2
221	6	4
221	17	2
221	18	2
221	1160	5
221	68	2
221	654	5
221	387	5
221	82	0
222	262	4
222	0	4
222	190	5
222	92	5
222	196	5
222	18	6
222	48	4
222	17	2
222	15	3
222	30	5
222	175	2
222	159	7
222	77	2
222	184	2
222	98	2
222	191	2
222	32	3
222	6	2
222	278	7
222	11	2
222	5	3
222	27	3
223	1313	4
223	1272	3
223	77	3
223	903	0
223	1701	5
223	1702	2
223	285	2
223	3	3
223	827	2
223	1703	1
223	8	4
223	1465	2
224	1704	1
224	1288	3
224	129	5
224	1301	5
224	3	2
224	115	5
224	15	5
224	11	5
224	293	5
224	1706	5
224	1253	5
224	82	2
224	31	3
224	1290	0
224	1311	5
225	179	2
225	94	3
225	98	3
225	165	4
225	92	2
225	190	2
225	6	4
225	270	3
225	57	4
225	10	3
225	18	5
225	184	3
225	68	3
225	164	2
225	30	3
225	25	2
225	11	3
225	82	2
225	24	3
225	17	3
225	91	3
226	89	0
226	772	5
226	1709	5
226	1710	5
226	6	4
226	57	2
226	22	2
226	67	3
226	49	5
226	1712	5
226	1713	5
226	1567	4
226	61	5
226	865	2
226	40	3
227	3	3
227	0	6
227	159	4
227	13	3
228	184	0
228	11	3
228	291	3
228	68	5
228	90	2
228	13	2
228	21	0
228	6	0
228	175	5
228	77	3
228	25	2
228	5	0
228	18	2
228	164	0
228	194	2
228	57	2
228	3	2
228	94	5
228	31	5
228	278	0
228	27	0
229	335	3
229	612	5
229	92	4
229	8	3
229	190	0
229	57	5
229	50	0
229	7	5
230	3	5
230	31	3
230	21	2
230	50	2
231	270	3
231	68	5
231	24	3
231	0	2
231	23	0
231	6	6
231	849	1
231	3	2
231	1463	1
231	18	4
231	50	2
231	25	0
231	13	1
231	92	3
231	159	2
231	130	4
232	9	5
232	21	1
232	92	6
232	194	6
232	25	6
232	77	0
232	57	6
233	9	6
233	30	5
233	92	0
233	17	2
233	186	5
233	10	0
233	194	4
233	21	2
233	190	5
233	11	5
233	23	2
234	13	3
234	23	2
234	6	3
235	165	0
235	26	2
235	68	0
235	92	5
236	18	1
236	36	3
236	94	1
236	8	3
236	14	1
236	196	2
236	175	1
236	13	5
236	11	0
236	97	1
236	29	1
236	0	1
237	31	2
237	57	6
237	23	2
237	190	4
238	92	5
238	3	5
238	57	2
238	50	3
238	17	3
238	18	5
239	17	2
239	3	3
240	23	3
240	3	3
240	17	3
240	179	5
240	6	3
240	194	5
240	92	3
240	13	3
240	14	2
240	90	5
240	82	5
240	15	3
241	190	2
241	3	2
241	24	0
241	10	2
242	27	4
242	57	2
242	5	2
242	31	3
242	32	6
242	13	0
242	3	3
242	11	3
243	50	5
243	30	5
243	21	5
243	11	3
243	3	3
243	31	3
243	77	5
243	94	2
243	6	2
243	23	5
243	270	3
243	17	3
244	191	6
244	48	5
244	13	1
244	23	4
244	190	0
244	98	5
244	5	0
244	77	0
244	50	3
244	92	3
244	32	1
244	11	6
244	179	4
244	24	3
244	87	3
244	97	3
244	291	5
244	82	2
244	6	7
245	11	0
245	57	6
245	165	6
246	1715	4
246	734	2
246	1716	6
246	270	3
246	1267	1
246	148	5
246	92	3
246	1717	0
246	37	2
246	99	2
246	57	3
246	805	4
246	589	3
246	188	3
246	120	0
246	254	4
246	146	6
246	6	5
246	14	5
246	323	5
246	4	5
246	140	1
246	187	5
246	196	3
246	13	3
246	194	0
246	1718	3
246	251	5
247	1719	1
247	1720	3
247	1645	5
247	688	3
247	454	3
247	1721	0
247	142	5
247	258	6
247	178	3
247	1724	3
247	602	3
247	790	3
247	968	3
247	1725	4
247	102	5
247	86	3
247	378	3
247	545	2
247	89	3
247	699	1
247	114	0
247	270	2
247	11	5
247	13	5
247	1726	5
247	196	2
247	130	3
247	615	1
247	1727	2
247	6	4
247	471	3
247	141	5
247	9	3
247	68	5
247	314	3
247	1541	1
247	309	5
247	92	5
247	132	2
247	1643	7
247	50	5
247	1115	3
247	1592	3
247	203	5
247	1729	7
247	1595	5
247	1272	5
247	1730	7
248	25	3
248	57	3
248	92	2
248	179	2
248	159	3
248	6	2
248	21	4
248	10	3
249	1731	2
249	1732	1
249	1117	2
249	958	2
249	336	2
249	675	6
249	70	3
249	468	3
249	4	0
249	946	3
249	616	3
249	166	4
249	1109	3
249	1110	4
249	14	4
249	1113	0
249	1601	4
249	1578	2
249	194	6
249	1108	2
249	77	7
249	612	1
249	31	0
249	173	5
249	172	0
249	132	2
249	3	1
250	11	3
250	1734	3
250	81	3
251	68	3
251	270	3
251	6	3
251	190	5
251	3	3
251	159	5
251	11	3
251	164	3
251	14	5
251	27	2
251	21	3
251	94	3
252	9	5
252	873	3
252	194	5
252	259	3
252	91	2
252	379	3
252	26	3
252	23	2
252	430	3
252	285	3
252	3	5
252	184	2
253	0	4
253	13	3
253	57	5
253	77	2
253	21	4
253	17	2
253	27	2
253	190	0
253	11	3
254	179	0
254	1229	5
254	1737	2
254	139	5
254	9	0
254	77	7
254	25	6
254	84	1
254	50	7
254	924	1
254	57	0
254	196	6
254	165	6
254	159	7
254	56	5
254	13	3
255	13	0
255	30	0
255	0	2
255	92	2
255	50	2
255	5	6
256	78	3
256	1739	2
256	50	0
256	1740	2
256	1284	3
256	1743	5
256	187	0
256	451	4
256	55	5
256	1746	0
256	268	5
257	1747	3
258	278	0
258	159	0
258	15	5
258	13	4
258	165	5
258	175	5
258	82	4
258	398	3
258	18	5
258	25	2
258	0	5
258	23	2
258	196	0
258	31	4
258	98	2
258	262	4
258	94	4
258	50	3
258	194	3
259	11	6
259	262	4
259	31	6
259	3	4
259	30	7
259	13	7
259	5	1
259	27	0
259	32	7
259	29	3
259	57	0
259	21	0
260	13	5
260	50	5
261	31	3
261	1751	0
261	50	5
261	87	3
261	82	3
261	164	5
261	77	3
261	6	5
261	190	2
261	21	2
261	1752	3
261	0	2
261	5	3
261	15	5
261	14	2
261	179	5
261	9	3
261	54	2
261	90	2
262	159	5
262	175	2
262	184	3
262	98	3
262	50	3
262	5	2
262	164	2
262	27	2
262	87	2
262	54	2
262	291	5
262	48	2
262	179	2
262	17	2
262	9	5
262	91	2
262	94	5
263	30	5
263	165	5
263	91	5
263	23	5
263	25	5
263	82	5
263	17	4
263	270	2
263	50	2
263	6	2
263	179	3
263	9	3
264	68	2
264	196	5
264	92	2
264	0	0
264	18	5
264	270	3
264	21	6
264	30	3
264	6	2
264	50	5
264	159	3
264	57	0
264	13	0
264	14	5
265	55	3
265	121	5
265	68	3
265	99	2
265	1439	5
265	31	3
265	32	2
265	889	1
265	1441	2
265	98	2
265	196	5
265	129	5
266	17	3
266	3	3
266	13	3
266	194	3
266	92	5
266	11	3
266	291	3
266	23	5
267	30	5
267	1754	4
267	27	4
267	31	6
267	1755	3
267	15	3
267	54	3
267	82	3
268	6	2
268	77	3
268	3	4
268	30	3
269	30	2
269	92	5
269	50	4
270	30	2
270	14	3
270	77	3
270	159	4
270	13	2
270	0	2
271	1578	2
271	278	7
271	14	2
271	68	5
271	54	3
271	190	6
271	0	6
271	186	3
271	11	5
271	25	7
271	175	1
271	179	1
271	164	1
271	30	5
271	87	7
271	262	1
271	23	4
271	97	0
271	6	6
271	50	3
271	194	5
271	15	6
271	9	1
271	184	4
272	57	5
272	15	2
272	92	0
272	179	5
272	90	2
273	11	3
273	32	5
273	94	2
273	0	5
273	194	5
273	98	2
274	5	2
274	27	3
274	17	5
274	23	2
274	94	2
274	14	2
274	32	2
274	9	3
274	50	5
274	196	3
274	48	3
274	3	2
274	184	3
274	25	3
274	18	2
274	190	2
274	291	5
274	90	3
274	29	3
274	91	3
274	194	3
274	54	3
274	165	2
275	1173	5
275	1757	2
275	1758	2
275	1759	2
275	1	2
275	57	1
275	30	4
275	1760	5
275	112	5
275	270	5
275	23	0
275	303	3
275	179	2
275	130	2
275	924	3
275	81	5
275	1762	5
275	93	2
275	131	5
275	19	5
276	24	5
276	54	5
276	92	7
276	53	5
276	13	5
276	159	5
276	91	7
276	320	3
276	289	3
277	68	2
277	270	2
277	1764	2
277	6	4
277	11	3
278	194	5
278	92	3
278	30	2
278	11	3
278	190	5
278	68	3
278	3	5
278	50	5
278	21	2
279	57	0
279	31	6
279	1068	3
279	13	2
279	99	3
280	27	5
280	77	3
280	17	2
280	194	4
280	11	3
280	14	5
280	94	4
280	50	5
280	21	3
280	5	2
280	68	5
280	24	3
280	90	3
280	30	0
280	18	0
280	3	2
280	23	4
281	175	3
281	194	1
281	29	2
281	94	0
281	77	4
281	9	5
281	0	1
281	32	2
281	21	5
281	159	2
281	50	4
281	92	1
281	24	2
281	10	4
281	262	5
281	184	2
281	87	2
281	179	5
281	17	4
281	23	4
281	90	4
282	6	1
282	545	3
282	32	1
282	68	3
282	13	0
282	556	2
282	1766	3
282	5	2
283	816	0
283	814	0
283	805	7
283	818	4
283	815	2
283	212	2
283	809	7
283	803	6
283	807	6
283	806	7
283	870	3
283	111	0
283	120	7
283	21	3
283	812	5
283	811	5
284	477	3
284	1260	2
284	619	3
284	50	3
284	13	3
284	270	4
284	77	3
284	291	3
284	1770	3
284	1771	5
284	94	2
284	3	3
285	92	3
286	57	4
286	13	3
286	23	3
286	270	6
286	94	2
286	190	3
286	194	0
286	5	3
286	68	3
286	9	5
286	29	3
286	175	4
286	92	2
286	31	0
286	77	0
286	54	5
287	15	5
287	27	1
287	82	1
287	21	1
287	262	5
287	30	0
287	0	3
288	11	5
288	50	2
288	13	4
288	30	5
288	17	2
288	79	3
289	1773	3
289	31	3
289	11	3
289	77	5
289	9	3
289	165	4
289	0	2
290	57	2
290	9	0
290	61	3
290	30	6
290	270	5
290	82	5
290	278	0
290	27	1
290	5	1
290	68	4
290	24	1
290	159	5
290	179	0
290	25	0
290	14	1
290	262	6
290	23	4
290	194	1
290	3	1
290	184	5
290	291	1
290	6	0
290	31	5
290	54	4
291	1430	2
291	1774	5
291	183	5
291	454	5
291	91	3
291	821	3
291	623	5
291	92	5
291	1426	4
291	79	3
291	130	5
291	828	5
291	1143	7
291	830	3
291	829	5
291	430	3
291	81	5
291	879	0
291	4	2
292	3	2
292	77	3
292	0	3
292	11	5
292	50	2
292	18	5
293	190	2
293	29	2
293	27	3
293	13	2
293	90	5
293	68	3
293	5	0
293	196	3
294	270	7
294	1777	5
294	763	5
294	81	3
294	1778	3
294	1779	0
294	1780	4
294	1781	5
294	53	3
294	1782	4
294	1784	4
294	1787	0
295	23	2
295	14	4
295	21	2
296	78	3
296	825	3
296	743	0
296	911	5
296	1788	5
296	1573	2
296	522	3
296	194	3
296	81	5
296	257	3
296	1790	3
296	1734	3
296	1735	5
297	13	5
297	1793	4
298	194	0
298	32	7
298	11	6
298	90	0
298	77	1
298	15	5
298	184	4
298	3	3
298	24	4
298	87	0
298	262	1
298	5	6
298	68	0
298	31	5
298	191	0
298	6	5
298	82	6
298	54	4
298	159	6
298	91	0
298	23	5
299	270	0
299	3	0
299	68	0
299	179	2
299	6	6
299	92	2
300	98	5
300	164	6
300	3	2
300	190	5
300	23	5
300	66	3
300	191	4
300	165	6
300	94	4
300	77	4
300	27	1
300	54	1
300	186	6
300	10	4
300	278	1
300	18	5
300	21	1
300	179	4
300	82	2
300	291	1
300	87	1
300	0	1
301	79	3
301	1795	2
301	23	5
301	1530	2
301	486	3
301	1210	0
301	3	2
301	92	5
301	208	2
302	92	7
302	24	2
302	6	0
303	1137	7
303	1796	3
303	68	3
304	13	3
304	194	3
304	6	5
304	54	3
305	242	3
305	3	3
305	19	3
305	258	5
305	243	3
305	183	7
306	0	0
306	13	4
306	21	2
307	6	7
307	3	5
307	30	2
308	127	3
308	1160	3
308	6	3
308	366	5
308	1310	7
308	183	5
308	1315	3
308	117	3
308	1317	7
308	1313	3
308	297	2
308	1312	3
309	1680	5
309	25	3
309	87	5
309	29	5
309	68	5
309	1797	2
309	92	2
309	159	5
309	21	5
309	57	5
309	90	2
309	97	3
309	98	4
309	161	5
309	32	2
309	194	5
309	278	3
309	11	3
309	175	5
309	165	2
309	9	2
309	14	2
309	270	5
309	179	2
309	262	3
310	5	1
310	21	1
310	50	2
310	92	5
310	24	2
310	190	0
310	14	6
310	1800	3
311	1801	4
311	162	2
311	1776	2
311	1253	2
311	1775	5
311	1693	5
311	1802	0
311	11	2
311	46	2
311	1803	0
311	494	5
311	492	6
311	1804	4
311	77	5
312	14	2
312	68	2
312	77	2
312	159	5
312	0	2
312	91	2
312	90	5
312	196	5
312	165	4
312	552	0
312	21	4
312	1017	0
313	1607	3
313	11	3
313	1605	4
313	1606	2
313	1609	2
313	31	3
314	3	5
314	23	5
314	68	4
314	31	2
315	14	5
315	94	4
315	194	4
315	23	4
315	21	2
315	77	3
315	6	3
315	11	2
316	1649	3
316	184	5
316	30	4
316	117	2
316	54	3
316	5	4
316	1046	3
316	159	3
316	1641	3
316	90	5
316	97	5
316	17	2
316	13	6
316	82	5
316	14	3
316	92	2
316	196	4
316	164	2
316	0	6
316	6	7
317	1766	3
317	636	3
317	270	5
317	13	3
317	356	2
317	55	3
318	30	5
318	21	3
318	270	4
318	92	3
318	291	2
318	91	4
318	10	2
318	190	2
318	29	2
318	184	3
318	68	3
318	18	5
318	13	4
318	50	2
318	77	2
318	17	3
318	11	3
318	15	0
318	87	5
318	196	5
319	3	5
319	413	3
319	94	2
319	315	3
319	68	5
319	730	3
319	159	3
319	6	4
319	91	3
319	14	2
319	77	3
319	13	5
320	194	3
320	54	3
320	50	3
320	17	3
320	25	3
320	31	3
321	30	5
321	270	3
321	13	6
321	24	5
321	0	6
321	11	3
322	132	3
322	57	5
322	5	5
322	6	2
322	1176	3
322	196	2
322	9	2
322	8	3
323	1805	2
323	270	7
323	13	2
323	21	5
323	24	5
324	196	0
324	1806	1
324	159	2
324	1807	3
324	1782	3
324	92	5
324	21	2
324	1808	2
324	50	4
324	14	4
324	11	3
324	1087	3
325	6	1
325	92	5
325	30	2
325	24	4
326	146	2
326	68	0
326	13	5
326	21	2
326	92	5
326	23	2
326	617	2
326	164	5
327	378	3
327	50	0
327	21	4
328	885	3
328	1706	3
328	31	3
329	31	2
329	57	0
329	5	2
329	190	6
330	61	5
330	30	6
330	139	2
330	21	2
330	81	5
330	13	2
330	177	5
330	50	3
330	1153	4
331	54	5
331	13	3
331	92	4
332	50	5
332	57	4
332	61	3
332	18	5
332	13	2
333	32	2
333	30	5
333	81	3
333	92	5
333	184	4
333	11	2
333	194	2
333	126	3
333	6	2
333	270	5
333	0	0
333	179	1
333	27	3
334	250	3
335	11	3
335	23	4
335	57	5
335	196	0
335	30	5
335	179	4
335	97	3
336	25	2
336	31	2
336	82	3
336	6	0
336	278	5
336	5	2
336	21	4
336	91	2
336	14	2
337	190	5
337	13	5
337	11	2
337	10	2
338	50	3
338	13	2
338	21	5
338	92	5
338	194	3
338	49	3
339	159	5
339	68	2
339	164	3
339	21	2
340	715	3
340	23	2
340	565	2
340	262	4
340	6	5
340	14	4
340	13	3
341	21	0
341	9	2
341	6	2
341	14	2
341	196	3
341	159	5
341	11	3
342	13	3
342	3	5
342	6	3
342	0	0
343	13	5
343	6	4
343	14	0
343	21	2
343	196	6
343	3	2
344	14	2
344	82	4
344	98	6
344	11	5
344	15	2
344	6	0
344	27	7
345	11	3
345	1811	5
345	31	5
345	3	2
345	924	5
345	868	5
345	10	2
345	77	5
346	68	4
346	29	4
346	11	7
347	5	2
347	31	2
348	57	5
348	291	3
348	0	2
348	3	2
349	92	0
349	15	2
349	82	4
349	14	4
349	94	5
349	159	4
349	270	4
349	31	2
349	194	2
349	97	5
349	30	5
349	87	5
349	196	5
349	13	1
349	9	5
349	91	4
350	27	4
350	17	1
350	190	4
350	270	5
350	21	2
350	92	3
350	9	0
350	262	6
350	395	3
351	165	2
351	13	5
351	9	5
351	68	4
351	179	5
351	194	5
351	24	5
351	196	5
351	27	6
351	98	3
351	31	0
351	11	2
352	1318	4
352	654	3
352	1134	2
352	1137	5
352	55	3
352	7	5
352	103	3
352	455	3
352	3	5
352	257	3
352	477	3
352	34	3
352	129	3
352	14	5
352	6	2
352	1615	5
352	21	3
352	11	3
353	13	5
353	466	5
353	862	2
353	11	3
354	1814	4
354	1815	5
354	766	0
354	1816	1
354	1817	7
354	1818	3
354	1819	2
354	644	5
354	1821	3
354	57	2
354	739	3
354	1823	3
354	196	5
354	0	2
354	194	3
354	92	5
354	68	3
354	164	2
354	3	5
354	6	2
354	77	2
354	1530	5
355	11	5
355	13	3
355	32	0
355	27	0
355	1465	3
355	159	3
355	30	3
355	54	3
355	3	5
356	159	5
356	31	0
356	6	4
356	13	5
357	3	5
357	6	5
357	7	3
357	34	3
358	17	5
358	7	3
358	23	2
358	6	3
358	175	2
358	10	2
358	278	2
358	21	3
358	57	4
358	77	5
358	82	4
358	8	3
358	92	2
358	196	5
359	22	5
359	21	3
359	129	3
359	13	3
359	25	3
360	1825	3
360	1197	7
360	914	5
360	95	7
360	1827	6
361	0	3
361	164	3
361	6	3
361	13	3
361	30	3
361	337	4
361	24	3
361	270	3
361	92	3
362	21	2
362	51	2
362	159	5
362	14	1
362	9	2
362	184	0
362	278	1
362	29	7
362	1828	3
362	270	2
362	13	2
363	3	5
363	6	4
364	179	2
364	17	5
364	194	5
364	191	5
364	87	5
364	92	5
364	165	2
364	82	4
364	97	4
364	94	3
364	184	5
364	91	4
364	31	1
364	25	5
364	15	5
364	159	4
364	6	5
364	0	5
364	54	4
364	175	3
365	57	3
365	190	0
365	0	0
365	179	3
365	18	3
365	165	3
365	27	1
365	5	0
366	3	2
366	0	1
366	92	3
366	11	5
366	50	5
367	278	5
367	164	4
367	262	5
367	30	5
367	165	3
367	48	2
367	15	3
367	50	3
367	25	5
367	82	5
367	194	3
367	31	2
367	21	1
367	6	0
367	54	2
367	32	4
367	175	5
367	87	4
367	94	5
367	13	2
367	57	3
367	23	0
367	98	5
367	190	2
368	5	3
368	57	5
368	90	2
368	77	2
368	17	2
368	0	4
368	27	6
368	11	3
368	23	2
369	77	3
369	397	3
369	31	5
369	270	3
369	23	2
369	1374	3
369	159	2
369	13	5
369	17	3
370	97	4
370	50	3
370	77	0
370	186	5
370	179	4
370	278	0
370	3	0
370	159	4
370	48	1
370	54	0
370	165	3
370	175	4
370	10	4
370	13	4
370	31	0
370	21	4
370	18	0
370	15	2
370	184	0
370	32	7
370	90	0
371	6	0
371	270	3
371	13	3
371	21	2
372	77	3
372	31	2
373	1640	1
373	1633	3
373	1638	2
373	1634	7
373	1400	6
373	1630	3
373	459	7
373	153	3
373	1627	2
373	325	4
374	179	5
374	21	3
374	11	3
375	191	3
375	194	0
375	196	0
375	24	2
375	15	2
375	92	4
375	179	3
375	9	3
375	21	5
375	10	3
375	11	5
375	270	5
375	1829	0
375	91	5
375	87	5
375	13	6
375	186	5
375	190	4
375	97	0
375	159	5
375	29	6
375	3	4
375	68	4
375	50	2
375	14	6
376	24	5
376	23	3
376	91	7
376	194	3
376	97	3
376	11	3
376	175	3
376	190	2
376	82	2
376	25	3
376	50	0
376	48	3
376	291	5
376	10	3
376	31	5
376	90	3
376	21	3
377	23	5
377	30	6
377	6	4
377	9	3
377	92	3
378	569	3
378	1830	5
378	287	3
379	179	2
379	196	2
379	21	2
379	92	2
379	31	0
379	164	2
379	13	5
380	54	3
380	31	3
380	1831	5
381	5	4
382	6	0
382	3	6
382	11	2
383	17	3
383	87	5
383	32	2
383	278	5
383	164	5
383	57	3
383	13	2
383	196	3
383	0	3
383	29	4
383	82	4
383	90	5
383	24	3
383	179	5
383	291	0
383	97	3
383	9	5
383	186	5
383	175	3
383	48	5
383	14	2
383	68	7
383	98	4
383	23	3
383	191	2
383	21	3
384	17	3
384	21	2
384	1004	5
384	92	2
384	270	5
385	13	5
385	92	3
386	659	3
386	190	5
386	31	2
386	30	2
386	270	0
387	3	3
387	21	3
387	68	0
387	23	4
388	30	5
388	1167	3
388	50	2
388	89	3
388	92	5
388	0	0
388	17	4
389	50	5
390	3	5
390	0	4
390	17	3
390	159	5
390	15	5
390	13	2
390	92	2
390	291	3
390	90	3
390	48	3
391	432	2
391	1833	6
391	930	7
391	1331	2
391	902	6
391	1688	0
391	1837	4
391	1537	4
391	14	0
391	11	2
391	634	0
392	6	5
392	159	2
392	194	2
392	190	5
393	1618	3
393	1838	5
393	768	5
393	784	5
393	21	0
393	1327	6
393	786	5
393	30	3
394	49	3
394	89	3
394	6	5
394	270	2
394	17	3
394	21	5
395	14	4
395	179	5
395	164	4
395	90	5
395	270	2
395	3	3
395	0	2
395	31	2
395	91	2
395	23	3
396	0	2
396	140	7
396	190	2
396	77	4
396	9	3
396	102	3
396	11	2
396	14	1
396	91	4
396	17	3
396	103	3
397	14	2
397	17	3
397	0	2
398	68	4
398	5	6
398	1839	3
398	3	0
399	270	5
399	13	2
399	21	2
400	21	3
400	25	2
400	291	2
400	1840	0
400	3	3
400	68	2
400	94	4
401	94	7
401	6	1
401	3	2
402	909	4
402	6	0
402	164	3
402	14	0
403	31	2
403	159	2
403	5	3
403	3	3
403	6	0
404	112	3
404	136	3
404	16	3
404	53	3
404	491	3
404	422	3
404	789	3
404	430	3
404	1841	3
404	70	3
405	92	0
405	31	2
405	159	4
405	11	1
406	92	3
406	9	6
406	77	4
407	90	5
407	0	5
407	5	0
407	17	3
407	57	2
407	27	0
407	23	5
407	165	6
407	175	4
407	68	5
407	21	5
407	159	0
407	31	3
407	6	5
407	196	5
408	11	2
408	3	5
408	24	5
408	194	5
408	17	5
408	6	2
409	92	0
409	6	5
409	0	5
409	13	5
410	270	5
410	30	3
410	92	2
410	0	2
410	31	3
411	11	3
412	31	3
412	5	5
412	97	1
413	863	0
413	685	1
413	1844	4
413	103	1
413	737	7
413	351	7
413	1585	4
413	1415	3
413	133	2
413	274	3
413	1785	4
413	912	2
413	61	5
414	91	3
414	3	3
414	13	3
414	138	3
414	31	5
414	53	5
414	68	5
414	23	5
415	1845	2
415	1710	3
415	1711	3
415	1846	2
415	3	0
415	1713	3
415	13	2
416	31	5
416	190	4
416	6	4
416	14	2
416	17	4
416	15	4
417	451	2
417	1764	1
417	182	5
417	515	2
418	31	2
419	77	5
419	32	0
419	270	3
419	13	3
419	50	5
419	6	2
420	0	2
420	11	5
420	77	5
420	24	5
420	3	5
421	164	0
421	50	4
421	32	2
422	68	3
422	23	3
422	21	3
423	48	2
423	186	3
423	66	5
423	175	0
424	196	3
424	18	5
424	164	5
424	0	2
424	92	5
424	17	3
424	13	3
425	77	3
425	21	0
425	32	2
425	6	2
425	27	0
425	162	4
425	166	2
425	182	3
425	196	0
426	21	0
426	0	4
426	57	2
427	3	5
427	902	3
427	7	3
427	8	3
427	138	3
427	85	3
427	26	3
427	34	3
428	1004	2
428	194	5
428	196	1
428	190	2
428	173	5
428	270	3
429	1434	5
429	1422	3
429	1084	2
429	797	5
429	1427	5
429	1425	6
430	883	3
430	270	3
430	13	3
430	14	4
430	1856	7
430	92	5
430	50	2
430	21	5
430	1115	3
430	78	3
430	17	3
430	623	5
431	1857	3
431	14	4
431	92	3
432	90	3
432	21	2
432	92	3
432	0	2
432	270	5
432	17	3
432	13	5
432	196	4
432	57	3
433	969	6
433	11	4
433	440	4
433	77	4
433	257	5
433	1272	5
433	21	2
433	0	5
434	11	5
434	92	6
434	6	3
434	5	2
434	13	5
434	196	5
434	77	5
435	192	3
435	21	3
435	13	5
435	132	3
435	159	3
435	6	4
436	159	2
436	196	5
436	68	2
436	14	4
436	50	5
436	11	3
436	291	2
436	30	5
436	77	3
437	112	4
437	1674	3
437	1753	2
437	1858	3
437	339	5
437	225	5
438	6	5
438	181	3
438	31	5
438	0	1
439	13	0
439	5	2
439	54	2
440	159	2
440	0	2
440	21	2
440	179	3
440	6	3
440	13	5
441	31	5
441	165	3
441	92	3
441	5	3
441	11	3
441	3	3
442	21	2
442	1860	6
442	1470	4
442	1215	3
442	1792	4
442	1280	2
442	31	5
442	66	6
443	30	3
443	556	5
443	50	5
443	77	5
443	460	3
443	23	5
443	11	5
443	17	3
444	170	3
444	549	3
444	91	5
445	191	3
445	24	0
445	186	5
446	14	5
446	31	3
446	20	3
447	165	2
447	5	3
448	859	5
448	1272	0
449	4	3
449	13	4
449	737	2
449	61	2
450	14	5
451	270	2
451	3	3
452	49	3
452	92	5
453	13	2
453	0	3
453	77	2
453	194	5
454	68	3
454	13	2
454	11	3
455	682	5
455	0	1
455	24	4
455	21	2
456	3	2
456	77	3
456	17	5
456	270	3
457	159	2
458	30	5
458	1032	3
459	13	3
460	57	5
460	23	5
460	17	3
461	259	3
462	0	4
462	98	3
462	190	5
463	1675	0
464	11	3
464	31	0
464	5	5
465	97	1
465	32	1
466	92	0
466	13	4
466	6	3
467	179	4
468	68	0
469	68	7
470	13	3
471	6	0
